bID,pID,AB,H,PA,RL,SAC,SO,TB,W,matchID,AVG,OBP,ov_AB,ov_H,ov_PA,ov_SAC,ov_SO,ov_TB,ov_W,ov_FACED,ov_AVG,ov_OBP,ov_SO_PCT,ov_W_PCT,ov_H_PCT,ovp_AB,ovp_H,ovp_PA,ovp_SAC,ovp_SO,ovp_TB,ovp_W,ovp_FACED,ovp_SO_PCT,ovp_W_PCT,ovp_H_PCT,ovp_AVG,ovp_OBP
monrc001,westj001,33,12,35,R,0,7,24,2,monrc001_westj001,0.363636363636,0.4,417,114,450,2,97,238,33,12,0.273381294964,0.326666666667,0.215555555556,0.0733333333333,0.253333333333,1981,560,2195,22,250,1011,214,62,0.113895216401,0.0974943052392,0.255125284738,0.282685512367,0.352619589977
doumr001,bushd001,26,3,28,R,0,2,7,2,doumr001_bushd001,0.115384615385,0.178571428571,196,53,215,0,35,122,19,7,0.270408163265,0.33488372093,0.162790697674,0.0883720930233,0.246511627907,599,170,659,5,89,352,60,21,0.135053110774,0.0910470409712,0.257966616085,0.283806343907,0.349013657056
doumr001,carpc002,30,8,32,R,0,7,27,2,doumr001_carpc002,0.266666666667,0.3125,196,53,215,0,35,122,19,7,0.270408163265,0.33488372093,0.162790697674,0.0883720930233,0.246511627907,2523,692,2758,29,453,1357,235,83,0.164249456128,0.0852066715011,0.250906453952,0.274276654776,0.336113125453
doumr001,dempr002,31,8,34,R,0,7,16,3,doumr001_dempr002,0.258064516129,0.323529411765,196,53,215,0,35,122,19,7,0.270408163265,0.33488372093,0.162790697674,0.0883720930233,0.246511627907,2381,691,2758,34,448,1350,377,73,0.162436548223,0.136693255983,0.250543872371,0.290214195716,0.387237128354
doumr001,haraa001,34,11,35,R,0,6,29,1,doumr001_haraa001,0.323529411765,0.342857142857,196,53,215,0,35,122,19,7,0.270408163265,0.33488372093,0.162790697674,0.0883720930233,0.246511627907,2467,718,2694,27,478,1464,227,72,0.177431328879,0.0842613214551,0.266518188567,0.291041751115,0.350779510022
doumr001,lillt001,29,8,31,L,0,4,18,2,doumr001_lillt001,0.275862068966,0.322580645161,196,53,215,0,35,122,19,7,0.270408163265,0.33488372093,0.162790697674,0.0883720930233,0.246511627907,1937,471,2166,20,361,1037,229,64,0.166666666667,0.105724838412,0.217451523546,0.243159525039,0.323176361958
doumr001,wolfr001,25,7,28,L,0,6,11,3,doumr001_wolfr001,0.28,0.357142857143,196,53,215,0,35,122,19,7,0.270408163265,0.33488372093,0.162790697674,0.0883720930233,0.246511627907,2540,679,2856,28,459,1409,316,80,0.160714285714,0.110644257703,0.237745098039,0.267322834646,0.348389355742
doumr001,zambc001,21,8,27,R,0,3,14,6,doumr001_zambc001,0.380952380952,0.518518518519,196,53,215,0,35,122,19,7,0.270408163265,0.33488372093,0.162790697674,0.0883720930233,0.246511627907,2555,622,2982,21,550,1227,427,73,0.184439973172,0.143192488263,0.208584842388,0.243444227006,0.351777330651
wrigd002,arrob001,44,13,46,R,1,7,17,2,wrigd002_arrob001,0.295454545455,0.326086956522,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,2779,785,3043,32,380,1615,264,81,0.124876766349,0.0867564903056,0.257969109431,0.282475710687,0.344725599737
wrigd002,bergj001,25,5,28,R,1,8,10,3,wrigd002_bergj001,0.2,0.285714285714,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,124,24,143,1,28,57,19,5,0.195804195804,0.132867132867,0.167832167832,0.193548387097,0.300699300699
wrigd002,blanj001,29,8,30,R,0,6,16,1,wrigd002_blanj001,0.275862068966,0.3,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,1345,388,1465,16,190,766,120,43,0.129692832765,0.0819112627986,0.264846416382,0.288475836431,0.346757679181
wrigd002,burna001,34,6,37,R,1,12,8,3,wrigd002_burna001,0.176470588235,0.243243243243,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,2992,767,3342,42,678,1469,350,92,0.202872531418,0.104727707959,0.229503291442,0.25635026738,0.334230999402
wrigd002,cainm001,28,11,31,R,0,4,23,3,wrigd002_cainm001,0.392857142857,0.451612903226,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,1971,505,2227,24,398,1050,256,56,0.178715761114,0.11495285137,0.226762460709,0.256215119229,0.341715312079
wrigd002,cuetj001,25,6,30,R,0,4,10,5,wrigd002_cuetj001,0.24,0.366666666667,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,840,230,941,7,152,478,101,25,0.161530286929,0.107332624867,0.244420828905,0.27380952381,0.351753453773
wrigd002,dukez001,25,6,27,L,0,1,14,2,wrigd002_dukez001,0.24,0.296296296296,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,737,243,806,8,64,484,69,23,0.0794044665012,0.0856079404467,0.301488833747,0.329715061058,0.387096774194
wrigd002,gorzt001,21,7,29,L,0,5,13,8,wrigd002_gorzt001,0.333333333333,0.51724137931,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,227,65,274,1,33,137,47,9,0.120437956204,0.171532846715,0.237226277372,0.286343612335,0.408759124088
wrigd002,hallr001,27,5,28,R,0,13,12,1,wrigd002_hallr001,0.185185185185,0.214285714286,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,3914,1051,4187,37,749,1899,273,96,0.178887031287,0.0652018151421,0.251015046573,0.268523249872,0.316216861715
wrigd002,hamec001,77,25,85,L,0,18,58,8,wrigd002_hamec001,0.324675324675,0.388235294118,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,2123,562,2287,17,498,1214,164,58,0.217752514211,0.0717096633144,0.245736773065,0.264719736222,0.31744643638
wrigd002,hanst001,28,5,31,R,1,10,11,3,wrigd002_hanst001,0.178571428571,0.258064516129,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,122,34,141,3,24,72,19,5,0.170212765957,0.13475177305,0.241134751773,0.27868852459,0.375886524823
wrigd002,haraa001,28,12,35,R,1,8,24,7,wrigd002_haraa001,0.428571428571,0.542857142857,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,2467,718,2694,27,478,1464,227,72,0.177431328879,0.0842613214551,0.266518188567,0.291041751115,0.350779510022
wrigd002,hernl003,56,14,60,R,0,7,36,4,wrigd002_hernl003,0.25,0.3,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,4953,1499,5519,73,685,2885,566,129,0.124116687806,0.102554810654,0.271607175213,0.3026448617,0.374161985867
wrigd002,hudst001,83,20,92,R,0,11,36,9,wrigd002_hudst001,0.240963855422,0.315217391304,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,4339,1170,4822,50,674,2171,483,117,0.139776026545,0.100165906263,0.242637909581,0.26964738419,0.342803815844
wrigd002,johnj009,37,8,39,R,0,10,17,2,wrigd002_johnj009,0.216216216216,0.25641025641,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,543,137,604,8,124,225,61,16,0.205298013245,0.100993377483,0.226821192053,0.252302025783,0.327814569536
wrigd002,jurrj001,35,10,37,R,0,7,25,2,wrigd002_jurrj001,0.285714285714,0.324324324324,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,324,81,357,0,46,176,33,11,0.128851540616,0.0924369747899,0.226890756303,0.25,0.319327731092
wrigd002,kendk001,53,17,55,R,1,8,35,2,wrigd002_kendk001,0.320754716981,0.345454545455,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,868,246,959,8,114,495,91,27,0.118873826903,0.0948905109489,0.256517205422,0.283410138249,0.351407716371
wrigd002,kuroh001,23,8,26,R,0,5,8,3,wrigd002_kuroh001,0.347826086957,0.423076923077,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,858,242,928,9,150,491,70,30,0.161637931034,0.0754310344828,0.260775862069,0.282051282051,0.336206896552
wrigd002,lannj001,35,12,40,L,0,5,22,5,wrigd002_lannj001,0.342857142857,0.425,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,511,165,583,2,68,314,72,15,0.116638078902,0.123499142367,0.283018867925,0.3228962818,0.406518010292
wrigd002,lee-c003,28,8,28,L,0,7,14,0,wrigd002_lee-c003,0.285714285714,0.285714285714,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,2852,768,3038,29,589,1502,186,87,0.19387755102,0.0612244897959,0.252797893351,0.269284712482,0.314022383147
wrigd002,linct001,23,3,26,R,0,13,3,3,wrigd002_linct001,0.130434782609,0.230769230769,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,1761,449,1983,11,493,881,222,49,0.248613212305,0.111951588502,0.226424609178,0.254968767746,0.33837619768
wrigd002,lowed001,33,10,33,R,0,3,22,0,wrigd002_lowed001,0.30303030303,0.30303030303,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,3221,950,3560,27,472,1725,339,96,0.132584269663,0.0952247191011,0.266853932584,0.294939459795,0.362078651685
wrigd002,madsr001,26,8,30,R,0,3,20,4,wrigd002_madsr001,0.307692307692,0.4,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,153,45,176,0,40,99,23,6,0.227272727273,0.130681818182,0.255681818182,0.294117647059,0.386363636364
wrigd002,mahop002,32,9,32,L,1,5,13,0,wrigd002_mahop002,0.28125,0.28125,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,1557,457,1725,19,216,895,168,45,0.125217391304,0.0973913043478,0.264927536232,0.293513166346,0.36231884058
wrigd002,marqj001,37,14,38,R,1,2,28,1,wrigd002_marqj001,0.378378378378,0.394736842105,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,1728,514,1960,18,211,991,232,54,0.107653061224,0.118367346939,0.262244897959,0.297453703704,0.380612244898
wrigd002,minom001,26,6,30,L,1,8,22,4,wrigd002_minom001,0.230769230769,0.333333333333,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,121,33,145,1,29,79,24,5,0.2,0.165517241379,0.227586206897,0.272727272727,0.393103448276
wrigd002,moyej001,55,23,59,L,1,3,51,4,wrigd002_moyej001,0.418181818182,0.457627118644,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,4907,1438,5382,45,653,2971,475,120,0.121330360461,0.0882571534745,0.267186919361,0.293050743835,0.355444072835
wrigd002,myerb001,35,7,42,R,0,8,27,7,wrigd002_myerb001,0.2,0.333333333333,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,1695,482,1873,11,314,1035,178,49,0.167645488521,0.0950347036839,0.257341163908,0.284365781711,0.352375867592
wrigd002,nolar001,66,27,69,R,0,15,63,3,wrigd002_nolar001,0.409090909091,0.434782608696,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,1125,331,1214,9,200,700,89,30,0.164744645799,0.0733113673806,0.272652388797,0.294222222222,0.345963756178
wrigd002,olses001,37,12,43,L,0,7,36,6,wrigd002_olses001,0.324324324324,0.418604651163,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,529,164,586,4,84,396,57,17,0.143344709898,0.0972696245734,0.279863481229,0.310018903592,0.377133105802
wrigd002,pennb002,22,14,27,R,1,4,32,5,wrigd002_pennb002,0.636363636364,0.703703703704,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,1985,578,2210,21,271,1089,225,59,0.122624434389,0.101809954751,0.261538461538,0.291183879093,0.36334841629
wrigd002,petta001,27,12,29,L,0,2,24,2,wrigd002_petta001,0.444444444444,0.48275862069,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,4684,1338,5127,60,833,2364,443,127,0.162473181198,0.0864053052467,0.260971328262,0.285653287788,0.347376633509
wrigd002,rodrw002,27,9,30,L,1,5,19,3,wrigd002_rodrw002,0.333333333333,0.4,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,1542,436,1719,8,298,876,177,46,0.173356602676,0.102966841187,0.253635834788,0.282749675746,0.356602675974
wrigd002,sanca004,25,9,30,R,0,9,19,5,wrigd002_sanca004,0.36,0.466666666667,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,685,181,783,1,159,326,98,22,0.2030651341,0.125159642401,0.231162196679,0.264233576642,0.35632183908
wrigd002,smolj001,46,10,53,R,2,21,26,7,wrigd002_smolj001,0.217391304348,0.320754716981,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,3062,766,3336,28,689,1427,274,73,0.206534772182,0.0821342925659,0.229616306954,0.250163291966,0.31175059952
wrigd002,willd003,39,14,44,L,0,7,29,5,wrigd002_willd003,0.358974358974,0.431818181818,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,965,264,1071,9,166,486,106,29,0.154995331466,0.0989729225023,0.24649859944,0.273575129534,0.345471521942
wrigd002,wolfr001,32,9,40,L,2,4,19,8,wrigd002_wolfr001,0.28125,0.425,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,2540,679,2856,28,459,1409,316,80,0.160714285714,0.110644257703,0.237745098039,0.267322834646,0.348389355742
wrigd002,zambc001,27,4,32,R,1,12,4,5,wrigd002_zambc001,0.148148148148,0.28125,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,2555,622,2982,21,550,1227,427,73,0.184439973172,0.143192488263,0.208584842388,0.243444227006,0.351777330651
wrigd002,zimmj003,42,12,46,R,1,11,24,4,wrigd002_zimmj003,0.285714285714,0.347826086957,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,225,66,250,2,38,142,25,7,0.152,0.1,0.264,0.293333333333,0.364
wrigd002,zitob001,19,6,26,L,1,3,8,7,wrigd002_zitob001,0.315789473684,0.5,1417,424,1573,19,301,898,156,40,0.299223712068,0.368722186904,0.191354100445,0.099173553719,0.269548633185,3801,931,4299,44,673,1744,498,108,0.156548034427,0.115840893231,0.216561991161,0.244935543278,0.332402884392
offej001,alvaw001,28,8,29,L,0,5,10,1,offej001_alvaw001,0.285714285714,0.310344827586,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1041,299,1190,17,150,574,149,31,0.126050420168,0.125210084034,0.251260504202,0.287223823247,0.376470588235
offej001,avers001,30,5,34,L,0,3,7,4,offej001_avers001,0.166666666667,0.264705882353,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,888,242,973,11,125,443,85,26,0.128468653649,0.087358684481,0.248715313464,0.272522522523,0.336073997945
offej001,baldj002,42,13,46,R,0,5,28,4,offej001_baldj002,0.309523809524,0.369565217391,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1118,325,1256,11,173,707,138,36,0.137738853503,0.109872611465,0.258757961783,0.290697674419,0.368630573248
offej001,burbd001,20,4,26,R,1,4,4,6,offej001_burbd001,0.2,0.384615384615,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1329,379,1481,16,246,763,152,44,0.166103983795,0.102633355841,0.255908170155,0.28517682468,0.358541525996
offej001,burkj001,53,22,57,R,0,15,28,4,offej001_burkj001,0.415094339623,0.456140350877,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,2088,640,2284,13,336,1230,196,58,0.14711033275,0.0858143607706,0.280210157618,0.306513409962,0.366024518389
offej001,carpc002,41,15,45,R,0,8,37,4,offej001_carpc002,0.365853658537,0.422222222222,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,2523,692,2758,29,453,1357,235,83,0.164249456128,0.0852066715011,0.250906453952,0.274276654776,0.336113125453
offej001,castf001,33,7,36,R,0,7,7,3,offej001_castf001,0.212121212121,0.277777777778,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,691,202,776,6,79,401,85,21,0.101804123711,0.109536082474,0.260309278351,0.292329956585,0.369845360825
offej001,clemr001,31,5,36,R,0,9,5,5,offej001_clemr001,0.161290322581,0.277777777778,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,4029,986,4504,45,950,1886,475,95,0.210923623446,0.105461811723,0.21891651865,0.244725738397,0.324378330373
offej001,colob001,31,10,37,R,1,4,23,6,offej001_colob001,0.322580645161,0.432432432432,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,3625,1007,3960,41,707,2083,335,103,0.178535353535,0.084595959596,0.254292929293,0.277793103448,0.338888888889
offej001,coned001,33,7,38,R,1,9,13,5,offej001_coned001,0.212121212121,0.315789473684,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1775,451,2040,26,400,893,265,51,0.196078431373,0.129901960784,0.221078431373,0.254084507042,0.350980392157
offej001,escok001,29,6,31,R,0,5,6,2,offej001_escok001,0.206896551724,0.258064516129,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1588,421,1795,16,328,791,207,50,0.182729805014,0.115320334262,0.234540389972,0.265113350126,0.349860724234
offej001,fassj001,29,14,33,L,1,5,18,4,offej001_fassj001,0.48275862069,0.545454545455,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1259,345,1393,11,245,612,134,42,0.175879396985,0.0961952620244,0.247666905958,0.27402700556,0.343862167983
offej001,finlc001,27,6,30,L,0,5,6,3,offej001_finlc001,0.222222222222,0.3,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1868,508,2107,20,398,944,239,47,0.188894162316,0.113431419079,0.241101091599,0.271948608137,0.354532510679
offej001,glavt001,38,10,47,L,1,6,18,9,offej001_glavt001,0.263157894737,0.404255319149,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,5166,1496,5805,58,642,2776,639,114,0.110594315245,0.11007751938,0.257708871662,0.289585753,0.367786391042
offej001,goodd001,39,9,42,R,1,3,15,3,offej001_goodd001,0.230769230769,0.285714285714,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,525,147,584,4,105,273,59,14,0.179794520548,0.10102739726,0.251712328767,0.28,0.352739726027
offej001,hammc001,31,9,36,L,0,7,11,5,offej001_hammc001,0.290322580645,0.388888888889,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,395,109,461,5,61,203,66,13,0.132321041215,0.1431670282,0.236442516269,0.275949367089,0.379609544469
offej001,harrg002,25,7,28,R,0,3,9,3,offej001_harrg002,0.28,0.357142857143,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,169,58,197,4,16,119,28,6,0.0812182741117,0.142131979695,0.294416243655,0.343195266272,0.43654822335
offej001,hellr001,34,11,38,R,0,5,22,4,offej001_hellr001,0.323529411765,0.394736842105,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1257,373,1412,13,207,903,155,42,0.146600566572,0.109773371105,0.264164305949,0.296738265712,0.373937677054
offej001,hentp001,27,6,30,R,2,4,14,3,offej001_hentp001,0.222222222222,0.3,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1629,431,1826,20,229,870,197,45,0.125410733844,0.107886089814,0.236035049288,0.264579496624,0.343921139102
offej001,herno001,35,7,39,R,0,5,17,4,offej001_herno001,0.2,0.282051282051,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,833,228,931,17,137,509,98,29,0.147153598281,0.105263157895,0.244897959184,0.273709483794,0.350161117078
offej001,hillk001,40,10,45,R,4,8,14,5,offej001_hillk001,0.25,0.333333333333,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,833,221,975,17,104,432,142,28,0.106666666667,0.145641025641,0.226666666667,0.265306122449,0.372307692308
offej001,johnj007,24,9,27,R,2,7,9,3,offej001_johnj007,0.375,0.444444444444,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1517,433,1689,13,218,864,172,47,0.129070455891,0.101835405565,0.256364712848,0.285431773237,0.358200118413
offej001,loaie001,26,5,33,R,0,3,5,7,offej001_loaie001,0.192307692308,0.363636363636,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,2204,652,2435,27,367,1280,231,73,0.150718685832,0.0948665297741,0.267761806982,0.295825771325,0.362628336756
offej001,maddg002,30,7,31,R,1,8,11,1,offej001_maddg002,0.233333333333,0.258064516129,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,5575,1564,5939,81,846,2837,364,120,0.142448223607,0.0612897794241,0.263343997306,0.280538116592,0.32463377673
offej001,mendr001,23,4,26,R,0,4,9,3,offej001_mendr001,0.173913043478,0.269230769231,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,151,47,166,3,26,88,15,6,0.156626506024,0.0903614457831,0.28313253012,0.311258278146,0.373493975904
offej001,merck001,27,10,31,L,0,5,18,4,offej001_merck001,0.37037037037,0.451612903226,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,420,135,480,5,67,252,60,15,0.139583333333,0.125,0.28125,0.321428571429,0.40625
offej001,milte001,32,7,33,L,0,4,13,1,offej001_milte001,0.21875,0.242424242424,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1483,411,1587,19,243,879,104,44,0.153119092628,0.0655324511657,0.258979206049,0.277140930546,0.324511657215
offej001,mlicd001,22,6,27,R,0,1,10,5,offej001_mlicd001,0.272727272727,0.407407407407,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,510,157,585,6,68,336,75,19,0.116239316239,0.128205128205,0.268376068376,0.307843137255,0.396581196581
offej001,moehb001,25,7,26,R,0,3,11,1,offej001_moehb001,0.28,0.307692307692,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,929,301,1038,11,120,631,109,32,0.115606936416,0.105009633911,0.289980732177,0.324004305705,0.394990366089
offej001,moyej001,44,11,45,L,1,6,25,1,offej001_moyej001,0.25,0.266666666667,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,4907,1438,5382,45,653,2971,475,120,0.121330360461,0.0882571534745,0.267186919361,0.293050743835,0.355444072835
offej001,mulht001,38,12,41,L,0,5,20,3,offej001_mulht001,0.315789473684,0.365853658537,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1279,395,1396,15,143,743,117,33,0.102435530086,0.0838108882521,0.282951289398,0.308835027365,0.36676217765
offej001,mussm001,57,10,59,R,1,19,12,2,offej001_mussm001,0.175438596491,0.203389830508,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,4858,1283,5200,45,1000,2494,342,116,0.192307692308,0.0657692307692,0.246730769231,0.264100452861,0.3125
offej001,nagyc001,32,7,35,R,0,4,9,3,offej001_nagyc001,0.21875,0.285714285714,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,1421,413,1561,16,234,787,140,35,0.149903907751,0.0896860986547,0.264573991031,0.290640394089,0.354260089686
offej001,olivo001,32,14,43,R,0,2,19,11,offej001_olivo001,0.4375,0.581395348837,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,694,212,802,10,85,418,108,25,0.105985037406,0.134663341646,0.26433915212,0.305475504323,0.399002493766
offej001,petta001,41,10,45,L,2,8,14,4,offej001_petta001,0.243902439024,0.311111111111,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,4684,1338,5127,60,833,2364,443,127,0.162473181198,0.0864053052467,0.260971328262,0.285653287788,0.347376633509
offej001,portm001,27,7,31,R,2,5,14,4,offej001_portm001,0.259259259259,0.354838709677,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,582,152,639,8,89,304,57,18,0.139280125196,0.0892018779343,0.237871674491,0.26116838488,0.327073552426
offej001,quanp001,26,5,28,R,0,8,5,2,offej001_quanp001,0.192307692308,0.25,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,167,49,181,3,28,92,14,6,0.154696132597,0.0773480662983,0.270718232044,0.293413173653,0.348066298343
offej001,radkb001,29,6,32,R,1,2,14,3,offej001_radkb001,0.206896551724,0.28125,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,3854,1154,4082,45,566,2361,228,93,0.138657520823,0.0558549730524,0.28270455659,0.299429164504,0.338559529642
offej001,rogek001,33,7,37,L,0,4,12,4,offej001_rogek001,0.212121212121,0.297297297297,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,4058,1138,4513,43,590,2208,455,107,0.130733436738,0.100819853756,0.252160425438,0.280433711188,0.352980279193
offej001,sabeb001,30,8,35,R,1,7,15,5,offej001_sabeb001,0.266666666667,0.371428571429,1619,428,1825,26,279,687,206,51,0.264360716492,0.347397260274,0.152876712329,0.112876712329,0.234520547945,414,119,441,4,50,216,27,11,0.113378684807,0.0612244897959,0.269841269841,0.287439613527,0.331065759637
